SatelliteName,OperatorCountry,Users,Purpose,OrbitClass,OrbitType,Perigee,Apogee,Period,LaunchMass,DryMass,Power,LaunchDate,Current Date,Age,ContractorCountry,LaunchSite,LaunchVehicle
Iridium 64 (Iridium SV064),USA,Government/Commercial,Communications,LEO,Polar,776,779,100.4,689,556,50,4/7/1998,6/5/2018,21,USA,Baikonur Cosmodrome,Proton K
Iridium 65 (Iridium SV065),USA,Government/Commercial,Communications,LEO,Polar,776,779,100.4,689,556,50,4/7/1998,6/5/2018,21,USA,Baikonur Cosmodrome,Proton K
Iridium 66 (Iridium SV066),USA,Government/Commercial,Communications,LEO,Polar,776,779,100.4,689,556,50,4/7/1998,6/5/2018,21,USA,Baikonur Cosmodrome,Proton K
Iridium 67 (Iridium SV067),USA,Government/Commercial,Communications,LEO,Polar,776,779,100.4,689,556,50,4/7/1998,6/5/2018,21,USA,Baikonur Cosmodrome,Proton K
Iridium 68 (Iridium SV068),USA,Government/Commercial,Communications,LEO,Polar,776,779,100.4,689,556,50,4/7/1998,6/5/2018,21,USA,Baikonur Cosmodrome,Proton K
Iridium 7 (Iridium SV007),USA,Government/Commercial,Communications,LEO,Polar,776,779,100.4,689,556,50,5/5/1997,6/5/2018,22,USA,Vandenberg AFB,Delta 2 7920
Iridium 70 (Iridium SV070),USA,Government/Commercial,Communications,LEO,Polar,776,779,100.4,689,556,50,5/17/1998,6/5/2018,21,USA,Vandenberg AFB,Delta 2 7920
Iridium 72 (Iridium SV072),USA,Government/Commercial,Communications,LEO,Polar,776,779,100.4,689,556,50,5/17/1998,6/5/2018,21,USA,Vandenberg AFB,Delta 2 7920
Iridium 74 (Iridium SV074),USA,Government/Commercial,Communications,LEO,Polar,747,751,99.8,689,556,50,5/17/1998,6/5/2018,21,USA,Vandenberg AFB,Delta 2 7920
Iridium 75 (Iridium SV075),USA,Government/Commercial,Communications,LEO,Polar,776,779,100.4,689,556,50,5/17/1998,6/5/2018,21,USA,Vandenberg AFB,Delta 2 7920
Iridium 76 (Iridium SV076),USA,Government/Commercial,Communications,LEO,Polar,776,780,100.4,689,556,50,8/19/1998,6/5/2018,20,USA,Taiyuan Launch Center,Long March 2C
Iridium 77 (Iridium SV077),USA,Government/Commercial,Communications,LEO,Polar,776,780,100.4,689,556,50,9/8/1998,6/5/2018,20,USA,Vandenberg AFB,Delta 2 7920
Iridium 8 (Iridium SV008),USA,Government/Commercial,Communications,LEO,Polar,776,779,100.4,689,556,50,5/5/1997,6/5/2018,22,USA,Vandenberg AFB,Delta 2 7920
Iridium 80 (Iridium SV080),USA,Government/Commercial,Communications,LEO,Polar,776,779,100.4,689,556,50,9/8/1998,6/5/2018,20,USA,Vandenberg AFB,Delta 2 7920
Iridium 81 (Iridium SV081),USA,Government/Commercial,Communications,LEO,Polar,776,779,100.4,689,556,50,9/8/1998,6/5/2018,20,USA,Vandenberg AFB,Delta 2 7920
Iridium 83 (Iridium SV083),USA,Government/Commercial,Communications,LEO,Polar,776,779,100.4,689,556,50,11/6/1998,6/5/2018,20,USA,Vandenberg AFB,Delta 2 7920
Iridium 84 (Iridium SV084),USA,Government/Commercial,Communications,LEO,Polar,776,779,100.4,689,556,50,11/6/1998,6/5/2018,20,USA,Vandenberg AFB,Delta 2 7920
Iridium 86 (Iridium SV086),USA,Government/Commercial,Communications,LEO,Polar,776,780,100.4,689,556,50,11/6/1998,6/5/2018,20,USA,Vandenberg AFB,Delta 2 7920
Iridium 90 (Iridium SV090),USA,Government/Commercial,Communications,LEO,Polar,777,778,100.4,689,556,50,2/11/2002,6/5/2018,17,USA,Vandenberg AFB,Delta 2
Iridium 91 (Iridium SV091),USA,Government/Commercial,Communications,LEO,Polar,744,753,99.8,689,556,50,2/11/2002,6/5/2018,17,USA,Vandenberg AFB,Delta 2
Iridium 94 (Iridium SV094),USA,Government/Commercial,Communications,LEO,Polar,773,782,100.4,689,556,50,2/11/2002,6/5/2018,17,USA,Vandenberg AFB,Delta 2
Iridium 95 (Iridium SV095),USA,Government/Commercial,Communications,LEO,Polar,776,779,100.4,689,556,50,2/11/2002,6/5/2018,17,USA,Vandenberg AFB,Delta 2
Iridium 96 (Iridium SV096),USA,Government/Commercial,Communications,LEO,Polar,745,754,99.8,689,556,50,2/11/2002,6/5/2018,17,USA,Vandenberg AFB,Delta 2
Iridium 97 (Iridium SV097),USA,Government/Commercial,Communications,LEO,Polar,777,778,100.4,689,556,50,6/20/2002,6/5/2018,16,USA,Plesetsk Cosmodrome,Rokot/BrizKM
Iridium 98 (Iridium SV098),USA,Government/Commercial,Communications,LEO,Polar,748,750,99.8,689,556,50,6/20/2002,6/5/2018,16,USA,Plesetsk Cosmodrome,Rokot/BrizKM
Iridium Next SV 102,USA,Government/Commercial,Communications,LEO,Polar,609,621,97,860,678,50,1/14/2017,6/5/2018,2,France/Italy/USA,Vandenberg AFB,Falcon 9
Iridium Next SV 103,USA,Government/Commercial,Communications,LEO,Polar,610,623,97,860,678,50,1/14/2017,6/5/2018,2,France/Italy/USA,Vandenberg AFB,Falcon 9
Iridium Next SV 104,USA,Government/Commercial,Communications,LEO,Polar,608,622,96.9,860,678,50,1/14/2017,6/5/2018,2,France/Italy/USA,Vandenberg AFB,Falcon 9
Iridium Next SV 105,USA,Government/Commercial,Communications,LEO,Polar,608,622,97,860,678,50,1/14/2017,6/5/2018,2,France/Italy/USA,Vandenberg AFB,Falcon 9
Iridium Next SV 106,USA,Government/Commercial,Communications,LEO,Polar,701,704,98.8,860,678,50,1/14/2017,6/5/2018,2,France/Italy/USA,Vandenberg AFB,Falcon 9
Iridium Next SV 108,USA,Government/Commercial,Communications,LEO,Polar,608,622,96.9,860,678,50,1/14/2017,6/5/2018,2,France/Italy/USA,Vandenberg AFB,Falcon 9
Iridium Next SV 109,USA,Government/Commercial,Communications,LEO,Polar,610,622,97,860,678,50,1/14/2017,6/5/2018,2,France/Italy/USA,Vandenberg AFB,Falcon 9
Iridium Next SV 111,USA,Government/Commercial,Communications,LEO,Polar,607,622,96.9,860,678,50,1/14/2017,6/5/2018,2,France/Italy/USA,Vandenberg AFB,Falcon 9
Iridium Next SV 112,USA,Government/Commercial,Communications,LEO,Polar,607,622,96.9,860,678,50,1/14/2017,6/5/2018,2,France/Italy/USA,Vandenberg AFB,Falcon 9
Iridium Next SV 113,USA,Government/Commercial,Communications,LEO,Polar,607,624,97,860,678,50,6/25/2017,6/5/2018,1,France/Italy/USA,Vandenberg AFB,Falcon 9
Iridium Next SV 114,USA,Government/Commercial,Communications,LEO,Polar,608,622,96.9,860,678,50,1/14/2017,6/5/2018,2,France/Italy/USA,Vandenberg AFB,Falcon 9
Iridium Next SV 115,USA,Government/Commercial,Communications,LEO,Polar,606,623,97,860,678,50,6/25/2017,6/5/2018,1,France/Italy/USA,Vandenberg AFB,Falcon 9
Iridium Next SV 117,USA,Government/Commercial,Communications,LEO,Polar,606,623,97,860,678,50,6/25/2017,6/5/2018,1,France/Italy/USA,Vandenberg AFB,Falcon 9
Iridium Next SV 118,USA,Government/Commercial,Communications,LEO,Polar,608,625,97,860,678,50,6/25/2017,6/5/2018,1,France/Italy/USA,Vandenberg AFB,Falcon 9
Iridium Next SV 120,USA,Government/Commercial,Communications,LEO,Polar,607,624,97,860,678,50,6/25/2017,6/5/2018,1,France/Italy/USA,Vandenberg AFB,Falcon 9
Iridium Next SV 121,USA,Government/Commercial,Communications,LEO,Polar,608,625,97,860,678,50,6/25/2017,6/5/2018,1,France/Italy/USA,Vandenberg AFB,Falcon 9
Iridium Next SV 123,USA,Government/Commercial,Communications,LEO,Polar,607,624,97,860,678,50,6/25/2017,6/5/2018,1,France/Italy/USA,Vandenberg AFB,Falcon 9
Iridium Next SV 124,USA,Government/Commercial,Communications,LEO,Polar,608,625,97,860,678,50,6/25/2017,6/5/2018,1,France/Italy/USA,Vandenberg AFB,Falcon 9
Iridium Next SV 126,USA,Government/Commercial,Communications,LEO,Polar,606,623,97,860,678,50,6/25/2017,6/5/2018,1,France/Italy/USA,Vandenberg AFB,Falcon 9
Iridium Next SV 128,USA,Government/Commercial,Communications,LEO,Polar,609,625,97,860,678,50,6/25/2017,6/5/2018,1,France/Italy/USA,Vandenberg AFB,Falcon 9
IRIS (Interface Region Imaging Spectrometer),USA,Government,Space Science,LEO,Sun-Synchronous,620,664,97.5,236,678,50,6/28/2013,6/5/2018,5,USA,Vandenberg AFB,L1011
IRNSS-1A (Indian Regional Navigation Satellite System),India,Government,Navigation,GEO,None,35712,35872,1436,"1,425",614,"1,660",7/1/2013,6/5/2018,5,India,Satish Dhawan Space Centre,PSLV
IRNSS-1B (Indian Regional Navigation Satellite System),India,Government,Navigation,GEO,None,35695,35880,1436.14,"1,432",615,"1,660",4/4/2014,6/5/2018,5,India,Satish Dhawan Space Centre,PSLV
IRNSS-1C (Indian Regional Navigation Satellite System),India,Government,Navigation,GEO,None,35690,35871,1435.8,"1,425",598,"1,660",10/15/2014,6/5/2018,4,India,Satish Dhawan Space Centre,PSLV-XL
IRNSS-1D (Indian Regional Navigation Satellite System),India,Government,Navigation,GEO,None,35699,35834,1435.06,"1,425",598,"1,600",3/30/2015,6/5/2018,4,India,Satish Dhawan Space Centre,PSLV-C27
IRNSS-1E (Indian Regional Navigation Satellite System),India,Government,Navigation,GEO,None,35695,35874,1436.01,"1,425",598,"1,600",1/20/2016,6/5/2018,3,India,Satish Dhawan Space Centre,PSLV-XL
IRNSS-1F (Indian Regional Navigation Satellite System),India,Government,Navigation,GEO,None,35700,35874,1436.13,"1,425",598,"1,600",3/10/2016,6/5/2018,3,India,Satish Dhawan Space Centre,PSLV-XL
IRNSS-1G (Indian Regional Navigation Satellite System),India,Government,Navigation,GEO,None,35774,35797,1436.05,"1,425",598,"1,600",4/28/2016,6/5/2018,3,India,Satish Dhawan Space Centre,PSLV
IRS-P6 (Resourcesat-1) ,India,Government,Earth Observation,LEO,Sun-Synchronous,817,823,101.3,"1,360",,"1,200",10/17/2003,6/5/2018,15,India,Satish Dhawan Space Centre,PSLV C5
ITF-2 (Tsukuba Oscar 89),Japan,Civil,Communications,LEO,Non-Polar Inclined,397,408,92.6,1,,,1/16/2017,6/5/2018,2,Japan,International Space Station,J-SSOD Deployer
ITU-pSAT1 (Istanbul Technical University Picosat-1),Turkey,Civil,Technology Development,LEO,Sun-Synchronous,710,721,99.1,1,,,9/23/2009,6/5/2018,9,Turkey,Satish Dhawan Space Centre,PSLV
Jason 2 ,USA/France,Government,Earth Observation,LEO,Non-Polar Inclined,1332,1344,112.4,553,510,500,6/20/2008,6/5/2018,10,France,Vandenberg AFB,Delta 2
Jason 3,USA/France,Government,Earth Observation,LEO,Non-Polar Inclined,1301,1324,111.8,553,510,500,1/17/2016,6/5/2018,3,France,Vandenberg AFB,Falcon 9
"JCSat 10 (Japan Communications Satellite 10, JCSat 3A)",Japan,Commercial,Communications,GEO,None,35772,35801,1436.1,"4,400","1,858",,8/11/2006,6/5/2018,12,USA,Guiana Space Center,Ariane 5
"JCSat 110 (N-Sat-110, Superbird-D, Superbird-5, N-Sat-110)",Japan,Commercial,Communications,GEO,None,35784,35789,1436.11,"3,531","1,669","7,200 (EOL)",10/7/2000,6/5/2018,18,USA,Guiana Space Center,Ariane 44L
JCSat 13 (Japan Communications Satellite 13),Japan,Commercial,Communications,GEO,None,35780,35791,1436.03,"4,500",,,5/15/2012,6/5/2018,7,USA,Guiana Space Center,Ariane 5 ECA
"JCSat 14 (JCSat 2B, Japan Communications Satellite 14)",Japan,Commercial,Communications,GEO,None,35861,35924,1441.5,"4,500",,,5/6/2016,6/5/2018,3,USA,Cape Canaveral,Falcon 9
JCSat 15,Japan,Commercial,Communications,GEO,None,35721,35774,1434.1,"3,400",,,12/21/2016,6/5/2018,2,USA,Guiana Space Center,Ariane 5
JCSat 16 ,Japan,Commercial,Communications,GEO,None,35786,35801,1436.01,"4,500",,,8/14/2016,6/5/2018,2,USA,Cape Canaveral,Falcon 9
JCSat 1B (JCSAT 5),Japan,Commercial,Communications,GEO,None,35778,35794,1436.09,"2,982","1,308","5,200",12/2/1997,6/5/2018,21,USA,Guiana Space Center,Ariane 4
"JCSat 2A (JCSAT 8, Japan Communications Satellite 8)",Japan,Commercial,Communications,GEO,None,35788,35794,1436.1,"2,500","1,460","3,500",3/29/2002,6/5/2018,17,USA,Guiana Space Center,Ariane 44L
"JCSat 4A (JCSAT 6, Japan Communications Satellite 6)",Japan,Commercial,Communications,GEO,None,33782,37768,1435.52,"2,900","1,230","5,200",2/15/1999,6/5/2018,20,USA,Cape Canaveral,Atlas 2AS
"JCSat 9 (JCSat 5A, Japanese Communications Satellite 9)",Japan,Commercial,Communications,GEO,None,35776,35797,1436.1,"4,400",,,4/12/2006,6/5/2018,13,USA,Sea Launch Odyssey,Zenit 3SL
"JCSat RA (JCSat 12, Japan Communications Satellite 12)",Japan,Commercial,Communications,GEO,None,35780,35794,1436.12,"4,000",,,8/21/2009,6/5/2018,9,USA,Guiana Space Center,Ariane 5
Jilin 1-3 (Lingqiao 3),China,Commercial,Earth Observation,LEO,Sun-Synchronous,531,544,97.54,400,,,1/9/2017,6/5/2018,2,China,Jiuquan Satellite Launch Center,Kuaizhou
"Jilin 1-A (Lingqiao Satellite, LQSat)",China,Commercial,Earth Observation,LEO,Sun-Synchronous,640,663,97.77,55,,,10/7/2015,6/5/2018,3,China,Jiuquan Satellite Launch Center,Long March 2D
"Jilin-1 (Lingqiao-A, Lingqiao Video A)",China,Commercial,Earth Observation,LEO,Sun-Synchronous,639,664,97.75,95,,,10/7/2015,6/5/2018,3,China,Jiuquan Satellite Launch Center,Long March 2D
"Jilin-1 (Lingqiao-B, Lingqiao Video B)",China,Commercial,Earth Observation,LEO,Sun-Synchronous,639,663,97.74,95,,,10/7/2015,6/5/2018,3,China,Jiuquan Satellite Launch Center,Long March 2D
"Jilin-1-1 (Optical A, Lingqiao 1)",China,Commercial,Earth Observation,LEO,Sun-Synchronous,638,662,97.73,400,,,10/7/2015,6/5/2018,3,China,Jiuquan Satellite Launch Center,Long March 2D
Jugnu,India,Civil,Earth Observation,LEO,Non-Polar Inclined,839,866,102,3,,3,10/12/2011,6/5/2018,7,India,Satish Dhawan Space Centre,PSLV
Kaidun-1 (Caton-1),China,Government,Technology Development,LEO,Sun-Synchronous,530,546,95.4,2,,,1/9/2017,6/5/2018,2,China,Jiuquan Satellite Launch Center,Kuaizhou
Kaituo-1A (Xinyan-2),China,Government,Technology Development,LEO,Sun-Synchronous,518,536,95.18,130,,,9/19/2015,6/5/2018,3,China,Taiyuan Launch Center,Long March 6
Kalpana-1 (Metsat-1),India,Government,Earth Observation,GEO,None,35783,35789,1436.08,"1,060",500,550,9/12/2002,6/5/2018,16,India,Satish Dhawan Space Centre,Polar Satellite Launch Vehicle (PSLV)
Kanopus-B (Kanopus Vulcan 1) ,Russia,Government,Earth Observation,LEO,Sun-Synchronous,501,505,94.7,400,110,300,7/22/2012,6/5/2018,6,Russia,Baikonur Cosmodrome,Soyuz-Fregat
Kanopus-V-IK-2,Russia,Government,Earth Observation,LEO,Sun-Synchronous,505,508,94.7,500,,,7/14/2017,6/5/2018,1,Russia,Baikonur Cosmodrome,Soyuz 2.1a
KazEOSat-1 (Kazcosmos Earth Observation Satellite),Kazakhstan,Government,Earth Observation,LEO,Sun-Synchronous,751,754,99.87,830,,"1,200",4/30/2014,6/5/2018,5,France,Guiana Space Center,Vega
KazEOSat-2 (kazcosmos Earth Observation Satellite),Kazakhstan,Government,Earth Observation,LEO,Sun-Synchronous,612,636,97.19,185,,55,6/19/2014,6/5/2018,4,UK,Dombarovsky Air Base,Dnepr
KazSat-2,Kazakhstan,Commercial,Communications,GEO,None,35786,35788,1436.13,"1,300",,,7/15/2011,6/5/2018,7,Russia,Baikonur Cosmodrome,Proton-M
KazSat-3,Kazakhstan,Commercial,Communications,GEO,None,35784,35789,1436.08,,,"5,500",4/28/2014,6/5/2018,5,Italy,Baikonur Cosmodrome,Proton-M
Kent Ridge 1,Singapore,Civil,Earth Observation,LEO,Equatorial,534,551,95.49,78,,,12/16/2015,6/5/2018,3,Singapore,Satish Dhawan Space Centre,PSLV-C29
"Keyhole 5 (Advanced KH-11, KH-12-5, Improved Crystal, EIS-3, USA 186)",USA,Military,Earth Observation,LEO,Elliptical,264,1050,97,"18,000","10,000",,10/19/2005,6/5/2018,13,USA,Vandenberg AFB,Titan IV
"Keyhole 6 (NRO L49, Advanced KH-11, KH-12-6, Improved Crystal, USA 224)",USA,Military,Earth Observation,LEO,Elliptical,200,1000,97,"18,000","10,000",,1/20/2011,6/5/2018,8,USA,Vandenberg AFB,Delta 4 Heavy
"Keyhole 7 (NRO L65, Advanced KH-11, Improved Crystal, USA 245)",USA,Military,Earth Observation,LEO,Elliptical,257,997,97.25,"18,000","10,000",,8/28/2013,6/5/2018,5,USA,Vandenberg AFB,Delta 4 Heavy
Kirameki 2 (DSN-2),Japan,Military,Communications,GEO,None,35764,35810,1436.1,,,,1/24/2017,6/5/2018,2,Japan,Tanegashima Space Center,H2A
Kizuna (WINDS - Wideband InterNetworking engineering Demonstration Satellite),Japan,Government,Technology Development,GEO,None,35776,35796,1436.1,"4,850","2,450",,2/23/2008,6/5/2018,11,Japan,Tanegashima Space Center,H2A
KJSY-1 (Kongjian Shiyan-1),China,Civil,Technology Development,LEO,Sun-Synchronous,520,540,95.23,1,,,9/19/2015,6/5/2018,3,China,Taiyuan Launch Center,Long March 6
"KKS-1 (Kouku Kousen Satellite One, Kiseki)",Japan,Civil,Technology Development,LEO,Sun-Synchronous,651,667,97.92,3,,,1/23/2009,6/5/2018,10,Japan,Tanegashima Space Center,H-2A
"Kompsat-2 (Arirang 2, Korean planned Multipurpose Satellite-2)",South Korea,Government/Commercial,Earth Observation,LEO,Sun-Synchronous,676,698,98.5,800,,955,7/28/2006,6/5/2018,12,South Korea/France/UK/Germany,Plesetsk Cosmodrome,Rokot
"Kompsat-3 (Arirang 3, Korean Multipurpose Satellite-3)",South Korea,Government/Commercial,Earth Observation,LEO,Sun-Synchronous,679,696,98.5,980,,"1,300",5/17/2012,6/5/2018,7,South Korea/France/UK/Germany,Tanegashima Space Center,H2A
"Kompsat-3A (Arirang 3A, Korean Multipurpose Satellite-3A)",South Korea,Government/Commercial,Earth Observation,LEO,Sun-Synchronous,522,540,95.25,980,,"1,300",3/25/2015,6/5/2018,4,South Korea,Dombarovsky Air Base,Dnepr
"Kompsat-5 (Arirang 5, Korean Multipurpose Satellite-4)",South Korea,Government/Commercial,Earth Observation,LEO,Sun-Synchronous,535,552,95.5,"1,400",,"1,400",8/22/2013,6/5/2018,5,South Korea,Dombarovsky Air Base,Dnepr
Kondor (Cosmos 2487),Russia,Military,Earth Observation,LEO,Polar,497,501,94.6,"1,150",,,6/27/2013,6/5/2018,5,Russia,Baikonur Cosmodrome,Strela
Koreasat 5 (Mugungwha 5),South Korea,Military/Commercial,Communications,GEO,None,35780,35792,1436.1,"4,450",,,8/22/2006,6/5/2018,12,France,Sea Launch Odyssey,Zenit 3SL
Koreasat 6 (Mugungwha 6),South Korea,Commercial,Communications,GEO,None,35780,35794,1436.12,"2,850","1,150",,12/29/2010,6/5/2018,8,USA,Guiana Space Center,Ariane 5
Koreasat 7 (Mugungwha 7),South Korea,Commercial,Communications,GEO,None,35781,35791,1436.08,"3,680",,,5/4/2017,6/5/2018,2,France/Italy,Guiana Space Center,Ariane 5
"Lacrosse/Onyx 3 (Lacrosse-3, USA 133)",USA,Military,Earth Observation,LEO,Non-Polar Inclined,671,675,98.2,"14,500",,,10/24/1997,6/5/2018,21,USA,Vandenberg AFB,Titan IV
"Lacrosse/Onyx 4 (Lacrosse-4, USA 152)",USA,Military,Earth Observation,LEO,Non-Polar Inclined,574,676,97.21,"14,500",,,8/17/2000,6/5/2018,18,USA,Vandenberg AFB,Titan IV
"Lacrosse/Onyx 5 (Lacrosse-5, NROL 16, USA 182)",USA,Military,Earth Observation,LEO,Non-Polar Inclined,713,716,99.08,"14,500",,,4/30/2005,6/5/2018,14,USA,Cape Canaveral,Titan 4B
Landsat 7 ,USA,Government,Earth Observation,LEO,Sun-Synchronous,702,703,98.8,"2,744","2,200","1,500",4/15/1999,6/5/2018,20,USA,Vandenberg AFB,Delta 2
Landsat 8,USA,Government,Earth Observation,LEO,Sun-Synchronous,700,705,98.8,"2,780","1,512","4,300",2/11/2013,6/5/2018,6,USA,Vandenberg AFB,Atlas 5
LaoSat-1,Laos,Government,Communications,GEO,None,35788,35800,"1,436.10","3,800",,,11/20/2015,6/5/2018,3,China,Xichang Satellite Launch Center,Long March 3B
LAPAN A2,Indonesia,Government,Earth Observation,LEO,Equatorial,631,650,97.53,68,,32,9/24/2015,6/5/2018,3,Indonesia,Satish Dhawan Space Centre,PSLV C-30
LAPAN A3,Indonesia,Government,Earth Observation,LEO,Sun-Synchronous,501,517,94.8,115,,37,6/22/2016,6/5/2018,2,Indonesia,Satish Dhawan Space Centre,PSLV XL
LAPAN-Tubsat (LAPAN A1),Indonesia,Government,Earth Observation,LEO,Sun-Synchronous,617,637,97.2,60,,14,1/10/2007,6/5/2018,12,Germany,Satish Dhawan Space Centre,PSLV C7
LatinSat A,Argentina,Commercial,Communications,LEO,Non-Polar Inclined,610,668,97.5,,12,,12/20/2002,6/5/2018,16,USA,Baikonur Cosmodrome,Dnepr LV
LatinSat B ,Argentina,Commercial,Communications,LEO,Non-Polar Inclined,603,717,97.9,,12,,12/20/2002,6/5/2018,16,USA,Baikonur Cosmodrome,Dnepr LV
Lemur-1,USA,Commercial,Technology Development,LEO,Sun-Synchronous,612,697,97.82,4,,,6/19/2014,6/5/2018,4,USA,Dombarovsky Air Base,Dnepr
Lemur-2 Chris (Lemur-2 F4),USA,Commercial,Earth Observation,LEO,Equatorial,635,649,97.57,10,,,9/28/2015,6/5/2018,3,USA,Satish Dhawan Space Centre,PSLV C-30
Lemur-2 Jeroen (Lemur-2 F3),USA,Commercial,Earth Observation,LEO,Equatorial,635,649,97.57,10,,,9/28/2015,6/5/2018,3,USA,Satish Dhawan Space Centre,PSLV C-30
Lemur-2 Joel (Lemur-2 F1),USA,Commercial,Earth Observation,LEO,Equatorial,629,649,97.49,10,,,9/28/2015,6/5/2018,3,USA,Satish Dhawan Space Centre,PSLV C-30
Lemur-2 Peter (Lemur-2 F2),USA,Commercial,Earth Observation,LEO,Equatorial,634,650,97.56,10,,,9/28/2015,6/5/2018,3,USA,Satish Dhawan Space Centre,PSLV C-30
Lemur-2-AndiS (Lemur 2F47),USA,Commercial,Earth Observation,LEO,Sun-Synchronous,586,598,96.5,10,,,7/14/2017,6/5/2018,1,USA,Baikonur Cosmodrome,Soyuz 2.1a
Lemur-2-Angela (Lemur 2F31),USA,Commercial,Earth Observation,LEO,Non-Polar Inclined,476,490,94.2,10,,,4/18/2017,6/5/2018,2,USA,International Space Station - Cygnus,Nanoracks Deployer
Lemur-2-Anubhavthakur (Lemur 2-F16),USA,Commercial,Earth Observation,LEO,Non-Polar Inclined,498,507,94.6,10,,,10/17/2016,6/5/2018,2,USA,Wallops Island Flight Facility,Antares 230
Lemur-2-ArtFischer (Lemur 2F43),USA,Commercial,Earth Observation,LEO,Sun-Synchronous,585,601,96.5,10,,,7/14/2017,6/5/2018,1,USA,Baikonur Cosmodrome,Soyuz 2.1a
Lemur-2-Austintacious (Lemur2-F20),USA,Commercial,Earth Observation,LEO,Non-Polar Inclined,396,408,92.6,10,,,12/9/2016,6/5/2018,2,USA,International Space Station - Cygnus,Nanorack Deployer
Lemur-2-Dembitz (Lemur 2F49),USA,Commercial,Earth Observation,LEO,Sun-Synchronous,586,596,96.5,10,,,7/14/2017,6/5/2018,1,USA,Baikonur Cosmodrome,Soyuz 2.1a
Lemur-2-Furiaus (Lemur 2F45),USA,Commercial,Earth Observation,LEO,Sun-Synchronous,584,601,96.5,10,,,7/14/2017,6/5/2018,1,USA,Baikonur Cosmodrome,Soyuz 2.1a
Lemur-2-Greenberg (Lemur 2F42),USA,Commercial,Earth Observation,LEO,Sun-Synchronous,585,602,96.5,10,,,7/14/2017,6/5/2018,1,USA,Baikonur Cosmodrome,Soyuz 2.1a
Lemur-2-JennyBarna (Lemur 2F30),USA,Commercial,Earth Observation,LEO,Non-Polar Inclined,476,490,94.2,10,,,4/18/2017,6/5/2018,2,USA,International Space Station - Cygnus,Nanoracks Deployer
Lemur-2-Jobanputra (Lemur 2-F22),USA,Commercial,Earth Observation,LEO,Sun-Synchronous,496,507,94.6,10,,,2/15/2017,6/5/2018,2,USA,Satish Dhawan Space Centre,PSLV-XL
Lemur-2-KungFoo (Lemur 2F37),USA,Commercial,Earth Observation,LEO,Sun-Synchronous,496,510,94.6,10,,,6/23/2017,6/5/2018,1,USA,Satish Dhawan Space Centre,PSLV
Lemur-2-Lisasaurus (Lemur 2F40),USA,Commercial,Earth Observation,LEO,Sun-Synchronous,496,508,94.6,10,,,6/23/2017,6/5/2018,1,USA,Satish Dhawan Space Centre,PSLV
Lemur-2-LucyBryce (Lemur 2F36),USA,Commercial,Earth Observation,LEO,Sun-Synchronous,496,511,94.6,10,,,6/23/2017,6/5/2018,1,USA,Satish Dhawan Space Centre,PSLV
Lemur-2-Lynsey-Symo (Lemur 2F41),USA,Commercial,Earth Observation,LEO,Sun-Synchronous,496,508,94.6,10,,,6/23/2017,6/5/2018,1,USA,Satish Dhawan Space Centre,PSLV
Lemur-2-McPeake (Lemur 2F38),USA,Commercial,Earth Observation,LEO,Sun-Synchronous,496,510,94.6,10,,,6/23/2017,6/5/2018,1,USA,Satish Dhawan Space Centre,PSLV
Lemur-2-Mia-Grace (Lemur 2F27),USA,Commercial,Earth Observation,LEO,Sun-Synchronous,496,507,94.6,10,,,2/15/2017,6/5/2018,2,USA,Satish Dhawan Space Centre,PSLV-XL
Lemur-2-Monson (Lemur 2F44),USA,Commercial,Earth Observation,LEO,Sun-Synchronous,585,601,96.5,10,,,7/14/2017,6/5/2018,1,USA,Baikonur Cosmodrome,Soyuz 2.1a
Lemur-2-NoguesCorreig (Lemur 2F28),USA,Commercial,Earth Observation,LEO,Sun-Synchronous,496,507,94.6,10,,,2/15/2017,6/5/2018,2,USA,Satish Dhawan Space Centre,PSLV-XL
Lemur-2-PeterG (Lemur 2F48),USA,Commercial,Earth Observation,LEO,Sun-Synchronous,586,596,96.5,10,,,7/14/2017,6/5/2018,1,USA,Baikonur Cosmodrome,Soyuz 2.1a
Lemur-2-Rdeaton (Lemur 2-F25),USA,Commercial,Earth Observation,LEO,Sun-Synchronous,496,507,94.6,10,,,2/15/2017,6/5/2018,2,USA,Satish Dhawan Space Centre,PSLV-XL
Lemur-2-Redfern-Goes (Lemur 2-F21),USA,Commercial,Earth Observation,LEO,Non-Polar Inclined,397,408,92.6,10,,,12/9/2016,6/5/2018,2,USA,International Space Station - Cygnus,Nanorack Deployer
Lemur-2-RobMoore) (Lemur 2F33),USA,Commercial,Earth Observation,LEO,Non-Polar Inclined,476,490,94.2,10,,,4/18/2017,6/5/2018,2,USA,International Space Station - Cygnus,Nanoracks Deployer
Lemur-2-Sam-Amelia (Lemur 2F39),USA,Commercial,Earth Observation,LEO,Sun-Synchronous,496,509,94.6,10,,,6/23/2017,6/5/2018,1,USA,Satish Dhawan Space Centre,PSLV
Lemur-2-Satchmo (Lemur 2-F24),USA,Commercial,Earth Observation,LEO,Sun-Synchronous,496,507,94.6,10,,,2/15/2017,6/5/2018,2,USA,Satish Dhawan Space Centre,PSLV-XL
Lemur-2-ShainaJohl (Lemur 2F34),USA,Commercial,Earth Observation,LEO,Sun-Synchronous,496,511,94.6,10,,,6/23/2017,6/5/2018,1,USA,Satish Dhawan Space Centre,PSLV
